accession,localization
P09651,Large Protein Complex 
P09651,Large Protein Complex 
P09651,Large Protein Complex 
P09651,Large Protein Complex 
P22626,Large Protein Complex 
P22626,Large Protein Complex 
P22626,Large Protein Complex 
P22626,Large Protein Complex 
P22626,Large Protein Complex 
P22626,Large Protein Complex 
P51991,Large Protein Complex 
P51991,Large Protein Complex 
P51991,Large Protein Complex 
P51991,Large Protein Complex 
P51991,Large Protein Complex 
P51991,Large Protein Complex 
Q99729-3,Large Protein Complex 
Q99729-3,Large Protein Complex 
Q99729-3,Large Protein Complex 
Q99729-3,Large Protein Complex 
Q99729-3,Large Protein Complex 
Q99729-3,Large Protein Complex 
P07910-2,Large Protein Complex 
P07910-2,Large Protein Complex 
P07910-2,Large Protein Complex 
P07910-2,Large Protein Complex 
P07910-2,Large Protein Complex 
P07910-2,Large Protein Complex 
Q14103-3,Large Protein Complex 
Q14103-3,Large Protein Complex 
Q14103-3,Large Protein Complex 
Q14103-3,Large Protein Complex 
Q14103-3,Large Protein Complex 
Q14103-3,Large Protein Complex 
O14979,Large Protein Complex 
O14979,Large Protein Complex 
O14979,Large Protein Complex 
O14979,Large Protein Complex 
O14979,Large Protein Complex 
O14979,Large Protein Complex 
P52597,Large Protein Complex 
P52597,Large Protein Complex 
P52597,Large Protein Complex 
P52597,Large Protein Complex 
P52597,Large Protein Complex 
P52597,Large Protein Complex 
P31943,Large Protein Complex 
P31943,Large Protein Complex 
P31943,Large Protein Complex 
P31943,Large Protein Complex 
P31943,Large Protein Complex 
P31943,Large Protein Complex 
P55795,Large Protein Complex 
P55795,Large Protein Complex 
P55795,Large Protein Complex 
P31942,Large Protein Complex 
P31942,Large Protein Complex 
P31942,Large Protein Complex 
P31942,Large Protein Complex 
P31942,Large Protein Complex 
P31942,Large Protein Complex 
P61978-2,Large Protein Complex 
P61978-2,Large Protein Complex 
P61978-2,Large Protein Complex 
P61978-2,Large Protein Complex 
P61978-2,Large Protein Complex 
P61978-2,Large Protein Complex 
P14866,Large Protein Complex 
P14866,Large Protein Complex 
P14866,Large Protein Complex 
P14866,Large Protein Complex 
P14866,Large Protein Complex 
P14866,Large Protein Complex 
Q8WVV9,Large Protein Complex 
Q8WVV9,Large Protein Complex 
Q8WVV9,Large Protein Complex 
Q8WVV9,Large Protein Complex 
Q8WVV9,Large Protein Complex 
Q8WVV9,Large Protein Complex 
P52272,Large Protein Complex 
P52272,Large Protein Complex 
P52272,Large Protein Complex 
P52272,Large Protein Complex 
P52272,Large Protein Complex 
P52272,Large Protein Complex 
O43390,Large Protein Complex 
O43390,Large Protein Complex 
O43390,Large Protein Complex 
O43390,Large Protein Complex 
O43390,Large Protein Complex 
O43390,Large Protein Complex 
Q00839,Large Protein Complex 
Q00839,Large Protein Complex 
Q00839,Large Protein Complex 
Q00839,Large Protein Complex 
Q00839,Large Protein Complex 
Q00839,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q9BUJ2,Large Protein Complex 
Q1KMD3,Large Protein Complex 
Q1KMD3,Large Protein Complex 
Q1KMD3,Large Protein Complex 
Q1KMD3,Large Protein Complex 
Q1KMD3,Large Protein Complex 
Q1KMD3,Large Protein Complex 
P41252,Large Protein Complex 
P41252,Large Protein Complex 
P41252,Large Protein Complex 
P41252,Large Protein Complex 
P41252,Large Protein Complex 
P41252,Large Protein Complex 
Q15046,Large Protein Complex 
Q15046,Large Protein Complex 
Q15046,Large Protein Complex 
Q15046,Large Protein Complex 
Q15046,Large Protein Complex 
Q15046,Large Protein Complex 
Q9P2J5,Large Protein Complex 
Q9P2J5,Large Protein Complex 
Q9P2J5,Large Protein Complex 
Q9P2J5,Large Protein Complex 
Q9P2J5,Large Protein Complex 
Q9P2J5,Large Protein Complex 
P56192,Large Protein Complex 
P56192,Large Protein Complex 
P56192,Large Protein Complex 
P56192,Large Protein Complex 
P56192,Large Protein Complex 
P56192,Large Protein Complex 
Q9H3P2,Large Protein Complex 
Q9H3P2,Large Protein Complex 
Q9H3P2,Large Protein Complex 
Q9H3P2,Large Protein Complex 
Q9H3P2,Large Protein Complex 
Q8WX92,Large Protein Complex 
Q8WX92,Large Protein Complex 
Q8WX92,Large Protein Complex 
Q8WX92,Large Protein Complex 
Q8WX92,Large Protein Complex 
Q8IXH7,Large Protein Complex 
Q8IXH7,Large Protein Complex 
Q8IXH7,Large Protein Complex 
Q8IXH7,Large Protein Complex 
Q8IXH7,Large Protein Complex 
P18615,Large Protein Complex 
P18615,Large Protein Complex 
P18615,Large Protein Complex 
P18615,Large Protein Complex 
P18615,Large Protein Complex 
P18615,Large Protein Complex 
O60925,Large Protein Complex 
O60925,Large Protein Complex 
O60925,Large Protein Complex 
O60925,Large Protein Complex 
Q9UHV9,Large Protein Complex 
Q9UHV9,Large Protein Complex 
Q9UHV9,Large Protein Complex 
Q9UHV9,Large Protein Complex 
Q9UHV9,Large Protein Complex 
Q99471,Large Protein Complex 
Q99471,Large Protein Complex 
Q99471,Large Protein Complex 
Q99471,Large Protein Complex 
O15212,Large Protein Complex 
O15212,Large Protein Complex 
O15212,Large Protein Complex 
O15212,Large Protein Complex 
O15212,Large Protein Complex 
O15212,Large Protein Complex 
P62714,Large Protein Complex 
P62714,Large Protein Complex 
P62714,Large Protein Complex 
P62714,Large Protein Complex 
P62714,Large Protein Complex 
P62714,Large Protein Complex 
P30153,Large Protein Complex 
P30153,Large Protein Complex 
P30153,Large Protein Complex 
P30153,Large Protein Complex 
P30153,Large Protein Complex 
P30153,Large Protein Complex 
P30154,Large Protein Complex 
P30154,Large Protein Complex 
Q14738,Large Protein Complex 
Q14738,Large Protein Complex 
Q14738,Large Protein Complex 
Q14738,Large Protein Complex 
Q14738,Large Protein Complex 
Q14738,Large Protein Complex 
P25786,Large Protein Complex 
P25786,Large Protein Complex 
P25786,Large Protein Complex 
P25786,Large Protein Complex 
P25786,Large Protein Complex 
P25786,Large Protein Complex 
P25787,Large Protein Complex 
P25787,Large Protein Complex 
P25787,Large Protein Complex 
P25787,Large Protein Complex 
P25787,Large Protein Complex 
P25787,Large Protein Complex 
P25788,Large Protein Complex 
P25788,Large Protein Complex 
P25788,Large Protein Complex 
P25788,Large Protein Complex 
P25788,Large Protein Complex 
P25788,Large Protein Complex 
P25789,Large Protein Complex 
P25789,Large Protein Complex 
P25789,Large Protein Complex 
P25789,Large Protein Complex 
P25789,Large Protein Complex 
P25789,Large Protein Complex 
P28066,Large Protein Complex 
P28066,Large Protein Complex 
P28066,Large Protein Complex 
P28066,Large Protein Complex 
P28066,Large Protein Complex 
P28066,Large Protein Complex 
P60900,Large Protein Complex 
P60900,Large Protein Complex 
P60900,Large Protein Complex 
P60900,Large Protein Complex 
P60900,Large Protein Complex 
P60900,Large Protein Complex 
O14818,Large Protein Complex 
O14818,Large Protein Complex 
O14818,Large Protein Complex 
O14818,Large Protein Complex 
O14818,Large Protein Complex 
O14818,Large Protein Complex 
P20618,Large Protein Complex 
P20618,Large Protein Complex 
P20618,Large Protein Complex 
P20618,Large Protein Complex 
P20618,Large Protein Complex 
P20618,Large Protein Complex 
P49720,Large Protein Complex 
P49720,Large Protein Complex 
P49720,Large Protein Complex 
P49720,Large Protein Complex 
P49720,Large Protein Complex 
P49720,Large Protein Complex 
P28074,Large Protein Complex 
P28074,Large Protein Complex 
P28074,Large Protein Complex 
P28074,Large Protein Complex 
P28074,Large Protein Complex 
P28074,Large Protein Complex 
P28072,Large Protein Complex 
P28072,Large Protein Complex 
P28072,Large Protein Complex 
P28072,Large Protein Complex 
P28072,Large Protein Complex 
P62191,Large Protein Complex 
P62191,Large Protein Complex 
P62191,Large Protein Complex 
P62191,Large Protein Complex 
P62191,Large Protein Complex 
P62191,Large Protein Complex 
P35998,Large Protein Complex 
P35998,Large Protein Complex 
P35998,Large Protein Complex 
P35998,Large Protein Complex 
P35998,Large Protein Complex 
P35998,Large Protein Complex 
P43686,Large Protein Complex 
P43686,Large Protein Complex 
P43686,Large Protein Complex 
P43686,Large Protein Complex 
P43686,Large Protein Complex 
P43686,Large Protein Complex 
P62195,Large Protein Complex 
P62195,Large Protein Complex 
P62195,Large Protein Complex 
P62195,Large Protein Complex 
P62195,Large Protein Complex 
P62195,Large Protein Complex 
P62333,Large Protein Complex 
P62333,Large Protein Complex 
P62333,Large Protein Complex 
P62333,Large Protein Complex 
P62333,Large Protein Complex 
P62333,Large Protein Complex 
Q99460,Large Protein Complex 
Q99460,Large Protein Complex 
Q99460,Large Protein Complex 
Q99460,Large Protein Complex 
Q99460,Large Protein Complex 
Q99460,Large Protein Complex 
O00231,Large Protein Complex 
O00231,Large Protein Complex 
O00231,Large Protein Complex 
O00231,Large Protein Complex 
O00231,Large Protein Complex 
O00231,Large Protein Complex 
O00232,Large Protein Complex 
O00232,Large Protein Complex 
O00232,Large Protein Complex 
O00232,Large Protein Complex 
O00232,Large Protein Complex 
O00232,Large Protein Complex 
Q9UNM6,Large Protein Complex 
Q9UNM6,Large Protein Complex 
Q9UNM6,Large Protein Complex 
Q9UNM6,Large Protein Complex 
Q9UNM6,Large Protein Complex 
Q9UNM6,Large Protein Complex 
O00487,Large Protein Complex 
O00487,Large Protein Complex 
O00487,Large Protein Complex 
O00487,Large Protein Complex 
O00487,Large Protein Complex 
Q13200,Large Protein Complex 
Q13200,Large Protein Complex 
Q13200,Large Protein Complex 
Q13200,Large Protein Complex 
Q13200,Large Protein Complex 
Q13200,Large Protein Complex 
O43242,Large Protein Complex 
O43242,Large Protein Complex 
O43242,Large Protein Complex 
O43242,Large Protein Complex 
O43242,Large Protein Complex 
O43242,Large Protein Complex 
P55036,Large Protein Complex 
P55036,Large Protein Complex 
P55036,Large Protein Complex 
P55036,Large Protein Complex 
P55036,Large Protein Complex 
P55036,Large Protein Complex 
Q15008,Large Protein Complex 
Q15008,Large Protein Complex 
Q15008,Large Protein Complex 
Q15008,Large Protein Complex 
Q15008,Large Protein Complex 
Q15008,Large Protein Complex 
P48556,Large Protein Complex 
P48556,Large Protein Complex 
P48556,Large Protein Complex 
P48556,Large Protein Complex 
P48556,Large Protein Complex 
P48556,Large Protein Complex 
P11216,Large Protein Complex 
P11216,Large Protein Complex 
P11216,Large Protein Complex 
P11216,Large Protein Complex 
P11216,Large Protein Complex 
P11216,Large Protein Complex 
P06737,Large Protein Complex 
P54136,Large Protein Complex 
P54136,Large Protein Complex 
P54136,Large Protein Complex 
P54136,Large Protein Complex 
P54136,Large Protein Complex 
P54136,Large Protein Complex 
P35250,Large Protein Complex 
P35250,Large Protein Complex 
P35250,Large Protein Complex 
P35250,Large Protein Complex 
P35250,Large Protein Complex 
P35250,Large Protein Complex 
P40938,Large Protein Complex 
P40938,Large Protein Complex 
P40938,Large Protein Complex 
P40938,Large Protein Complex 
P40938,Large Protein Complex 
P40938,Large Protein Complex 
P35249,Large Protein Complex 
P35249,Large Protein Complex 
P35249,Large Protein Complex 
P35249,Large Protein Complex 
P35249,Large Protein Complex 
P35249,Large Protein Complex 
P40937,Large Protein Complex 
P40937,Large Protein Complex 
P40937,Large Protein Complex 
P40937,Large Protein Complex 
P40937,Large Protein Complex 
P40937,Large Protein Complex 
P62906,Large Protein Complex 
P62906,Large Protein Complex 
P62906,Large Protein Complex 
P62906,Large Protein Complex 
P62906,Large Protein Complex 
P62906,Large Protein Complex 
P62913,Large Protein Complex 
P62913,Large Protein Complex 
P62913,Large Protein Complex 
P62913,Large Protein Complex 
P62913,Large Protein Complex 
P62913,Large Protein Complex 
P30050,Large Protein Complex 
P30050,Large Protein Complex 
P30050,Large Protein Complex 
P30050,Large Protein Complex 
P30050,Large Protein Complex 
P30050,Large Protein Complex 
P26373,Large Protein Complex 
P26373,Large Protein Complex 
P26373,Large Protein Complex 
P26373,Large Protein Complex 
P26373,Large Protein Complex 
P26373,Large Protein Complex 
P50914,Large Protein Complex 
P50914,Large Protein Complex 
P50914,Large Protein Complex 
P50914,Large Protein Complex 
P50914,Large Protein Complex 
P50914,Large Protein Complex 
P61313,Large Protein Complex 
P61313,Large Protein Complex 
P61313,Large Protein Complex 
P61313,Large Protein Complex 
P61313,Large Protein Complex 
P61313,Large Protein Complex 
P18621,Large Protein Complex 
P18621,Large Protein Complex 
P18621,Large Protein Complex 
P18621,Large Protein Complex 
P18621,Large Protein Complex 
P18621,Large Protein Complex 
Q07020,Large Protein Complex 
Q07020,Large Protein Complex 
Q07020,Large Protein Complex 
Q07020,Large Protein Complex 
Q07020,Large Protein Complex 
Q07020,Large Protein Complex 
Q02543,Large Protein Complex 
Q02543,Large Protein Complex 
Q02543,Large Protein Complex 
Q02543,Large Protein Complex 
Q02543,Large Protein Complex 
Q02543,Large Protein Complex 
P84098,Large Protein Complex 
P84098,Large Protein Complex 
P84098,Large Protein Complex 
P84098,Large Protein Complex 
P84098,Large Protein Complex 
P84098,Large Protein Complex 
P46778,Large Protein Complex 
P46778,Large Protein Complex 
P46778,Large Protein Complex 
P46778,Large Protein Complex 
P46778,Large Protein Complex 
P46778,Large Protein Complex 
P62829,Large Protein Complex 
P62829,Large Protein Complex 
P62829,Large Protein Complex 
P62829,Large Protein Complex 
P62829,Large Protein Complex 
P62829,Large Protein Complex 
P62750,Large Protein Complex 
P62750,Large Protein Complex 
P62750,Large Protein Complex 
P62750,Large Protein Complex 
P62750,Large Protein Complex 
P62750,Large Protein Complex 
P83731,Large Protein Complex 
P83731,Large Protein Complex 
P83731,Large Protein Complex 
P83731,Large Protein Complex 
P83731,Large Protein Complex 
P83731,Large Protein Complex 
P61353,Large Protein Complex 
P61353,Large Protein Complex 
P61353,Large Protein Complex 
P61353,Large Protein Complex 
P61353,Large Protein Complex 
P61353,Large Protein Complex 
P46776,Large Protein Complex 
P46776,Large Protein Complex 
P46776,Large Protein Complex 
P46776,Large Protein Complex 
P46776,Large Protein Complex 
P46776,Large Protein Complex 
P46779,Large Protein Complex 
P46779,Large Protein Complex 
P46779,Large Protein Complex 
P46779,Large Protein Complex 
P46779,Large Protein Complex 
P46779,Large Protein Complex 
P47914,Large Protein Complex 
P47914,Large Protein Complex 
P47914,Large Protein Complex 
P47914,Large Protein Complex 
P47914,Large Protein Complex 
P47914,Large Protein Complex 
P39023,Large Protein Complex 
P39023,Large Protein Complex 
P39023,Large Protein Complex 
P39023,Large Protein Complex 
P39023,Large Protein Complex 
P39023,Large Protein Complex 
P62888,Large Protein Complex 
P62888,Large Protein Complex 
P62888,Large Protein Complex 
P62888,Large Protein Complex 
P62888,Large Protein Complex 
P62888,Large Protein Complex 
P62899,Large Protein Complex 
P62899,Large Protein Complex 
P62899,Large Protein Complex 
P62899,Large Protein Complex 
P62899,Large Protein Complex 
P62899,Large Protein Complex 
P62910,Large Protein Complex 
P62910,Large Protein Complex 
P62910,Large Protein Complex 
P62910,Large Protein Complex 
P62910,Large Protein Complex 
P62910,Large Protein Complex 
P42766,Large Protein Complex 
P42766,Large Protein Complex 
P42766,Large Protein Complex 
P42766,Large Protein Complex 
P42766,Large Protein Complex 
P42766,Large Protein Complex 
P18077,Large Protein Complex 
P18077,Large Protein Complex 
P18077,Large Protein Complex 
P18077,Large Protein Complex 
P18077,Large Protein Complex 
P18077,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
Q9Y3U8,Large Protein Complex 
P61513,Large Protein Complex 
P61513,Large Protein Complex 
P61513,Large Protein Complex 
P61513,Large Protein Complex 
P61513,Large Protein Complex 
P61513,Large Protein Complex 
P36578,Large Protein Complex 
P36578,Large Protein Complex 
P36578,Large Protein Complex 
P36578,Large Protein Complex 
P36578,Large Protein Complex 
P36578,Large Protein Complex 
P46777,Large Protein Complex 
P46777,Large Protein Complex 
P46777,Large Protein Complex 
P46777,Large Protein Complex 
P46777,Large Protein Complex 
P46777,Large Protein Complex 
Q02878,Large Protein Complex 
Q02878,Large Protein Complex 
Q02878,Large Protein Complex 
Q02878,Large Protein Complex 
Q02878,Large Protein Complex 
Q02878,Large Protein Complex 
P18124,Large Protein Complex 
P18124,Large Protein Complex 
P18124,Large Protein Complex 
P18124,Large Protein Complex 
P18124,Large Protein Complex 
P18124,Large Protein Complex 
P62424,Large Protein Complex 
P62424,Large Protein Complex 
P62424,Large Protein Complex 
P62424,Large Protein Complex 
P62424,Large Protein Complex 
P62424,Large Protein Complex 
P62917,Large Protein Complex 
P62917,Large Protein Complex 
P62917,Large Protein Complex 
P62917,Large Protein Complex 
P62917,Large Protein Complex 
P62917,Large Protein Complex 
P32969,Large Protein Complex 
P32969,Large Protein Complex 
P32969,Large Protein Complex 
P32969,Large Protein Complex 
P32969,Large Protein Complex 
P32969,Large Protein Complex 
P05388,Large Protein Complex 
P05388,Large Protein Complex 
P05388,Large Protein Complex 
P05388,Large Protein Complex 
P05388,Large Protein Complex 
P05388,Large Protein Complex 
P05387,Large Protein Complex 
P05387,Large Protein Complex 
P05387,Large Protein Complex 
P05387,Large Protein Complex 
P05387,Large Protein Complex 
P05387,Large Protein Complex 
P62280,Large Protein Complex 
P62280,Large Protein Complex 
P62280,Large Protein Complex 
P62280,Large Protein Complex 
P62280,Large Protein Complex 
P62280,Large Protein Complex 
P25398,Large Protein Complex 
P25398,Large Protein Complex 
P25398,Large Protein Complex 
P25398,Large Protein Complex 
P25398,Large Protein Complex 
P25398,Large Protein Complex 
P62277,Large Protein Complex 
P62277,Large Protein Complex 
P62277,Large Protein Complex 
P62277,Large Protein Complex 
P62277,Large Protein Complex 
P62277,Large Protein Complex 
P62263,Large Protein Complex 
P62263,Large Protein Complex 
P62263,Large Protein Complex 
P62263,Large Protein Complex 
P62263,Large Protein Complex 
P62263,Large Protein Complex 
P62841,Large Protein Complex 
P62841,Large Protein Complex 
P62841,Large Protein Complex 
P62841,Large Protein Complex 
P62841,Large Protein Complex 
P62841,Large Protein Complex 
P62249,Large Protein Complex 
P62249,Large Protein Complex 
P62249,Large Protein Complex 
P62249,Large Protein Complex 
P62249,Large Protein Complex 
P62249,Large Protein Complex 
P08708,Large Protein Complex 
P08708,Large Protein Complex 
P08708,Large Protein Complex 
P08708,Large Protein Complex 
P08708,Large Protein Complex 
P08708,Large Protein Complex 
P62269,Large Protein Complex 
P62269,Large Protein Complex 
P62269,Large Protein Complex 
P62269,Large Protein Complex 
P62269,Large Protein Complex 
P62269,Large Protein Complex 
P39019,Large Protein Complex 
P39019,Large Protein Complex 
P39019,Large Protein Complex 
P39019,Large Protein Complex 
P39019,Large Protein Complex 
P39019,Large Protein Complex 
P15880,Large Protein Complex 
P15880,Large Protein Complex 
P15880,Large Protein Complex 
P15880,Large Protein Complex 
P15880,Large Protein Complex 
P15880,Large Protein Complex 
P60866,Large Protein Complex 
P60866,Large Protein Complex 
P60866,Large Protein Complex 
P60866,Large Protein Complex 
P60866,Large Protein Complex 
P60866,Large Protein Complex 
P63220,Large Protein Complex 
P63220,Large Protein Complex 
P63220,Large Protein Complex 
P63220,Large Protein Complex 
P63220,Large Protein Complex 
P63220,Large Protein Complex 
P62266,Large Protein Complex 
P62266,Large Protein Complex 
P62266,Large Protein Complex 
P62266,Large Protein Complex 
P62266,Large Protein Complex 
P62266,Large Protein Complex 
P62847,Large Protein Complex 
P62847,Large Protein Complex 
P62847,Large Protein Complex 
P62847,Large Protein Complex 
P62847,Large Protein Complex 
P62847,Large Protein Complex 
P62851,Large Protein Complex 
P62851,Large Protein Complex 
P62851,Large Protein Complex 
P62851,Large Protein Complex 
P62851,Large Protein Complex 
P62851,Large Protein Complex 
P62854,Large Protein Complex 
P62854,Large Protein Complex 
P62854,Large Protein Complex 
P62854,Large Protein Complex 
P62854,Large Protein Complex 
P62854,Large Protein Complex 
Q71UM5,Large Protein Complex 
Q71UM5,Large Protein Complex 
Q71UM5,Large Protein Complex 
Q71UM5,Large Protein Complex 
Q71UM5,Large Protein Complex 
Q71UM5,Large Protein Complex 
P62857,Large Protein Complex 
P62857,Large Protein Complex 
P62857,Large Protein Complex 
P62857,Large Protein Complex 
P62857,Large Protein Complex 
P62857,Large Protein Complex 
P23396,Large Protein Complex 
P23396,Large Protein Complex 
P23396,Large Protein Complex 
P23396,Large Protein Complex 
P23396,Large Protein Complex 
P23396,Large Protein Complex 
P61247,Large Protein Complex 
P61247,Large Protein Complex 
P61247,Large Protein Complex 
P61247,Large Protein Complex 
P61247,Large Protein Complex 
P61247,Large Protein Complex 
P46782,Large Protein Complex 
P46782,Large Protein Complex 
P46782,Large Protein Complex 
P46782,Large Protein Complex 
P46782,Large Protein Complex 
P46782,Large Protein Complex 
P62753,Large Protein Complex 
P62753,Large Protein Complex 
P62753,Large Protein Complex 
P62753,Large Protein Complex 
P62753,Large Protein Complex 
P62753,Large Protein Complex 
P62081,Large Protein Complex 
P62081,Large Protein Complex 
P62081,Large Protein Complex 
P62081,Large Protein Complex 
P62081,Large Protein Complex 
P62081,Large Protein Complex 
P62241,Large Protein Complex 
P62241,Large Protein Complex 
P62241,Large Protein Complex 
P62241,Large Protein Complex 
P62241,Large Protein Complex 
P62241,Large Protein Complex 
P46781,Large Protein Complex 
P46781,Large Protein Complex 
P46781,Large Protein Complex 
P46781,Large Protein Complex 
P46781,Large Protein Complex 
P46781,Large Protein Complex 
P55735,Large Protein Complex 
P55735,Large Protein Complex 
P55735,Large Protein Complex 
P55735,Large Protein Complex 
P55735,Large Protein Complex 
P55735,Large Protein Complex 
Q15436,Large Protein Complex 
Q15436,Large Protein Complex 
Q15436,Large Protein Complex 
Q15436,Large Protein Complex 
Q15436,Large Protein Complex 
Q15436,Large Protein Complex 
Q15437,Large Protein Complex 
Q15437,Large Protein Complex 
Q15437,Large Protein Complex 
Q15437,Large Protein Complex 
Q15437,Large Protein Complex 
Q15437,Large Protein Complex 
O95486,Large Protein Complex 
O95486,Large Protein Complex 
O95486,Large Protein Complex 
O95486,Large Protein Complex 
O95486,Large Protein Complex 
O95486,Large Protein Complex 
O95487,Large Protein Complex 
O95487,Large Protein Complex 
O95487,Large Protein Complex 
O95487,Large Protein Complex 
O95487,Large Protein Complex 
O95487,Large Protein Complex 
P53992,Large Protein Complex 
P53992,Large Protein Complex 
P53992,Large Protein Complex 
P53992,Large Protein Complex 
P53992,Large Protein Complex 
P53992,Large Protein Complex 
O94855,Large Protein Complex 
O94855,Large Protein Complex 
O94855,Large Protein Complex 
O94855,Large Protein Complex 
O94855,Large Protein Complex 
O94855,Large Protein Complex 
O94979,Large Protein Complex 
O94979,Large Protein Complex 
O94979,Large Protein Complex 
O94979,Large Protein Complex 
O94979,Large Protein Complex 
O94979,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9P0V9,Large Protein Complex 
Q9NVA2,Large Protein Complex 
Q9NVA2,Large Protein Complex 
Q9NVA2,Large Protein Complex 
Q15019,Large Protein Complex 
Q15019,Large Protein Complex 
Q15019,Large Protein Complex 
Q14141,Large Protein Complex 
Q14141,Large Protein Complex 
Q14141,Large Protein Complex 
Q92599,Large Protein Complex 
Q92599,Large Protein Complex 
Q92599,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q9UHD8,Large Protein Complex 
Q15459,Large Protein Complex 
Q15459,Large Protein Complex 
Q15459,Large Protein Complex 
Q15459,Large Protein Complex 
Q15459,Large Protein Complex 
Q15459,Large Protein Complex 
Q15428,Large Protein Complex 
Q15428,Large Protein Complex 
Q15428,Large Protein Complex 
Q15428,Large Protein Complex 
Q15428,Large Protein Complex 
Q15428,Large Protein Complex 
Q12874,Large Protein Complex 
Q12874,Large Protein Complex 
Q12874,Large Protein Complex 
Q12874,Large Protein Complex 
Q12874,Large Protein Complex 
Q12874,Large Protein Complex 
O75533,Large Protein Complex 
O75533,Large Protein Complex 
O75533,Large Protein Complex 
O75533,Large Protein Complex 
O75533,Large Protein Complex 
O75533,Large Protein Complex 
Q13435,Large Protein Complex 
Q13435,Large Protein Complex 
Q13435,Large Protein Complex 
Q13435,Large Protein Complex 
Q13435,Large Protein Complex 
Q13435,Large Protein Complex 
Q15393,Large Protein Complex 
Q15393,Large Protein Complex 
Q15393,Large Protein Complex 
Q15393,Large Protein Complex 
Q15393,Large Protein Complex 
Q15393,Large Protein Complex 
Q15427,Large Protein Complex 
Q15427,Large Protein Complex 
Q15427,Large Protein Complex 
Q9BWJ5,Large Protein Complex 
Q9BWJ5,Large Protein Complex 
Q9BWJ5,Large Protein Complex 
Q9BWJ5,Large Protein Complex 
Q9BWJ5,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q9Y3B4,Large Protein Complex 
Q14683,Large Protein Complex 
Q14683,Large Protein Complex 
Q14683,Large Protein Complex 
Q14683,Large Protein Complex 
Q14683,Large Protein Complex 
Q14683,Large Protein Complex 
O95347,Large Protein Complex 
O95347,Large Protein Complex 
O95347,Large Protein Complex 
O95347,Large Protein Complex 
O95347,Large Protein Complex 
O95347,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9UQE7,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q9NTJ3,Large Protein Complex 
Q07955,Large Protein Complex 
Q07955,Large Protein Complex 
Q07955,Large Protein Complex 
Q07955,Large Protein Complex 
Q07955,Large Protein Complex 
Q07955,Large Protein Complex 
Q05519,Large Protein Complex 
Q05519,Large Protein Complex 
Q05519,Large Protein Complex 
Q05519,Large Protein Complex 
Q05519,Large Protein Complex 
Q05519,Large Protein Complex 
Q01130,Large Protein Complex 
Q01130,Large Protein Complex 
Q01130,Large Protein Complex 
Q01130,Large Protein Complex 
Q01130,Large Protein Complex 
Q01130,Large Protein Complex 
P84103,Large Protein Complex 
P84103,Large Protein Complex 
P84103,Large Protein Complex 
P84103,Large Protein Complex 
P84103,Large Protein Complex 
P84103,Large Protein Complex 
Q08170,Large Protein Complex 
Q08170,Large Protein Complex 
Q08170,Large Protein Complex 
Q08170,Large Protein Complex 
Q08170,Large Protein Complex 
Q08170,Large Protein Complex 
Q13243,Large Protein Complex 
Q13243,Large Protein Complex 
Q13243,Large Protein Complex 
Q13243,Large Protein Complex 
Q13243,Large Protein Complex 
Q13243,Large Protein Complex 
Q13247,Large Protein Complex 
Q13247,Large Protein Complex 
Q13247,Large Protein Complex 
Q13247,Large Protein Complex 
Q13247,Large Protein Complex 
Q13247,Large Protein Complex 
Q16629,Large Protein Complex 
Q16629,Large Protein Complex 
Q16629,Large Protein Complex 
Q16629,Large Protein Complex 
Q16629,Large Protein Complex 
Q16629,Large Protein Complex 
Q13242,Large Protein Complex 
Q13242,Large Protein Complex 
Q13242,Large Protein Complex 
Q13242,Large Protein Complex 
Q13242,Large Protein Complex 
Q13242,Large Protein Complex 
P17987,Large Protein Complex 
P17987,Large Protein Complex 
P17987,Large Protein Complex 
P17987,Large Protein Complex 
P17987,Large Protein Complex 
P17987,Large Protein Complex 
Q9Y5R8,Large Protein Complex 
Q9Y5R8,Large Protein Complex 
Q7Z392,Large Protein Complex 
Q7Z392,Large Protein Complex 
Q7Z392,Large Protein Complex 
Q7Z392,Large Protein Complex 
Q7Z392,Large Protein Complex 
Q7Z392,Large Protein Complex 
